id_doc;community;weight;AU;PY;TI;SO;DE
BARUSSEAU JP, 2011, J SEDIMENT RES;NA;1,000000000000000;BARUSSEAU JP;2011;INFLUENCE OF MIXTURES OF GRAIN-SIZE POPULATIONS ON THE PARAMETRIC AND MODAL CHARACTERISTICS OF COASTAL SANDS (HERAULT, MEDITERRANEAN SEA, FRANCE);JOURNAL OF SEDIMENTARY RESEARCH;NA
SALENPICARD C, 1997, OCEANOL ACTA;NA;1,000000000000000;"SALENPICARD C;BELLAN G;BELLANSANTINI D;ARLHAC R";1997;LONG-TERM CHANGES IN A BENTHIC COMMUNITY OF A MEDITERRANEAN GULF (GULF OF FOS).;OCEANOLOGICA ACTA;"LONG-TERM CHANGES; BENTHOS; SYNECOLOGY; PARSIMONIOUS ANALYSIS"
THIBAUT T, 2016, CRYPTOGAM ALGOL;c3;1,000000000000000;"THIBAUT T;BOTTIN L;AURELLE CF;BLANFUNE A;VERLAQUE M;PAIRAUD I;MILLET B";2016;CONNECTIVITY OF POPULATIONS OF THE SEAWEED CYSTOSEIRA AMENTACEA WITHIN THE BAY OF MARSEILLE (MEDITERRANEAN SEA): GENETIC STRUCTURE AND HYDRODYNAMIC CONNECTIONS;CRYPTOGAMIE ALGOLOGIE;"HYDRODYNAMIC MODELLING; LAGRANGIAN TRANSPORT; CONNECTIVITY; GENETIC; DIFFERENTIATION; CYSTOSEIRA AMENTACEA; MEDITERRANEAN SEA"
VIDEAU C, 1990, COMPTES RENDUS ACAD SCI SER III-SCI VIE-LIFE SCI;c2;1,000000000000000;"VIDEAU C;LEVEAU M";1990;PHYTOPLANKTONIC BIOMASS AND PRODUCTIVITY IN THE RHONE RIVER PLUME IN SPRING TIME;COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE III-SCIENCES DE LA VIE-LIFE SCIENCES;NA
LIPIATOU E, 1992, ESTUAR COAST SHELF SCI;NA;1,000000000000000;"LIPIATOU E;SALIOT A";1992;BIOGENIC AROMATIC HYDROCARBON GEOCHEMISTRY IN THE RHONE RIVER DELTA AND IN SURFACE SEDIMENTS FROM THE OPEN NORTH-WESTERN MEDITERRANEAN-SEA;ESTUARINE COASTAL AND SHELF SCIENCE;"AROMATIC HYDROCARBONS; BIOGENIC COMPOUNDS; CONTINENTAL MARKERS; 13/12; CARBON ISOTOPE RATIO; RECENT SEDIMENT; RHONE DELTA; TERRESTRIAL; NORMAL-ALKANES; WESTERN MEDITERRANEAN SEA"
EYROLLE F, 2004, J ENVIRON RADIOACT;c5;0,666666666666667;"EYROLLE F;CHARMASSON S;LOUVAT D";2004;PLUTONIUM ISOTOPES IN THE LOWER REACHES OF THE RIVER RHONE OVER THE PERIOD 1945-2000: FLUXES TOWARDS THE MEDITERRANEAN SEA AND SEDIMENTARY INVENTORIES;JOURNAL OF ENVIRONMENTAL RADIOACTIVITY;"PLUTONIUM ISOTOPES; RIVER RHONE; MEDITERRANEAN SEA; FLUXES; INVENTORIES"
ROGULJ B, 1994, HYDROBIOLOGIA;c1;1,000000000000000;"ROGULJ B;MARMONIER P;LATTINGER R;DANIELOPOL D";1994;FINE-SCALE DISTRIBUTION OF HYPOGEAN OSTRACODA IN THE INTERSTITIAL HABITATS OF THE RIVERS SAVA AND RHONE;HYDROBIOLOGIA;"HYPOGEAN OSTRACODA; INTERSTITIAL HABITATS; LARGE RIVER"
SCHMIDT N, 2019, MAR POLLUT BULL;c2;1,000000000000000;"SCHMIDT N;FAUVELLE V;CASTRO-JIMENEZ K;PINAZO C;YOHIA R";2019;OCCURRENCE OF PERFLUOROALKYL SUBSTANCES IN THE BAY OF MARSEILLE (NW MEDITERRANEAN SEA) AND THE RHONE RIVER;MARINE POLLUTION BULLETIN;"PERFLUOROOCTANE SULFONATE (PFOS); PERFLUOROHEXANOIC ACID (PFHXA); ENVIRONMENTAL QUALITY STANDARD; SURFACE WATER POLLUTION; MEDITERRANEAN; SEA"
DENDIEVEL AM, 2020, ENVIRON INT;NA;0,972222222222222;"DENDIEVEL AM;MOURIER B;DABRIN H;COYNEL A;GOSSET A;LIBER Y;BERGER JF;BEDELL JP";2020;METAL POLLUTION TRAJECTORIES AND MIXTURE RISK ASSESSED BY COMBINING DATED CORES AND SUBSURFACE SEDIMENTS ALONG A MAJOR EUROPEAN RIVER (RHONE RIVER, FRANCE);ENVIRONMENT INTERNATIONAL;"GEO-ACCUMULATION INDEX; GEOCHEMICAL BASELINES; METAL CONTAMINATION; POLLUTION LEGACY; RIVER SEDIMENTS"
STOECKLI R, 2007, J HYDROMETEOROL;NA;1,000000000000000;"STOECKLI R;VIDALE PL;BOONE A;SCHAER C";2007;IMPACT OF SCALE AND AGGREGATION ON THE TERRESTRIAL WATER EXCHANGE: INTEGRATING LAND SURFACE MODELS AND RHONE CATCHMENT OBSERVATIONS;JOURNAL OF HYDROMETEOROLOGY;NA
BRETHAUT C, 2015, REG ENVIR CHANG;NA;1,000000000000000;"BRETHAUT C;PFLIEGER G";2015;THE SHIFTING TERRITORIALITIES OF THE RHONE RIVER'S TRANSBOUNDARY GOVERNANCE: A HISTORICAL ANALYSIS OF THE EVOLUTION OF THE FUNCTIONS, USES AND SPATIALITY OF RIVER BASIN GOVERNANCE;REGIONAL ENVIRONMENTAL CHANGE;"WATER GOVERNANCE; FUNCTIONAL REGULATORY SPACE; IWRM; RHONE; HYDROELECTRICITY"
SLOMBERG DL, 2016, ENVIRON CHEM;c9;1,000000000000000;"SLOMBERG DL;OLLIVIER P;RADAKOVITCH N;SANI-KAST N;MICHE H;BORSCHNECK D;GRAUBY O;BRUCHET A;SCHERINGER M;LABILLE J";2016;CHARACTERISATION OF SUSPENDED PARTICULATE MATTER IN THE RHONE RIVER: INSIGHTS INTO ANALOGUE SELECTION;ENVIRONMENTAL CHEMISTRY;NA
GALERON MA, 2015, BIOGEOSCIENCES;NA;0,444444444444444;"GALERON MA;AMIRAUX R;CHARRIERE B;RADAKOVITCH O;RAIMBAULT P;GARCIA N;LAGADEC V;VAULTIER JF";2015;SEASONAL SURVEY OF THE COMPOSITION AND DEGRADATION STATE OF PARTICULATE ORGANIC MATTER IN THE RHONE RIVER USING LIPID TRACERS;BIOGEOSCIENCES;NA
EYROLLE F, 2001, J ENVIRON RADIOACT;c5;0,666666666666667;"EYROLLE F;CHARMASSON S";2001;DISTRIBUTION OF ORGANIC CARBON, SELECTED STABLE ELEMENTS AND ARTIFICIAL RADIONUCLIDES AMONG DISSOLVED, COLLOIDAL AND PARTICULATE PHASES IN THE RHONE RIVER (FRANCE): PRELIMINARY RESULTS;JOURNAL OF ENVIRONMENTAL RADIOACTIVITY;"COLLOIDS; MAN-MADE RADIONUCLIDES; FRESHWATERS"
NICOLAS Y, 1997, REGUL RIVERS-RES MANAGE;c4;1,000000000000000;"NICOLAS Y;PONT D";1997;HYDROSEDIMENTARY CLASSIFICATION OF NATURAL AND ENGINEERED BACKWATERS OF A LARGE RIVER, THE LOWER RHONE: POSSIBLE APPLICATIONS FOR THE MAINTENANCE OF HIGH FISH BIODIVERSITY;REGULATED RIVERS-RESEARCH \& MANAGEMENT;"RIVER MANAGEMENT; HYDROLOGICAL REGIME; HABITAT CLASSIFICATION; ECOLOGICAL CONNECTIVITY; DIKE FIELDS; JUVENILE FISH ASSEMBLAGE"
BEAUGELINSEILLER K, 1994, J ENVIRON RADIOACT;c3;1,000000000000000;"BEAUGELINSEILLER K;BAUDIN JP;BROTTET D";1994;USE OF AQUATIC MOSSES FOR MONITORING ARTIFICIAL RADIONUCLIDES DOWNSTREAM OF THE NUCLEAR-POWER-PLANT OF BUGEY (RIVER RHONE, FRANCE);JOURNAL OF ENVIRONMENTAL RADIOACTIVITY;NA
WEBER C, 2007, AQUAT SCI;c7;1,000000000000000;"WEBER C;PETER A;ZANINI F";2007;SPATIO-TEMPORAL ANALYSIS OF FISH AND THEIR HABITAT: A CASE STUDY ON A HIGHLY DEGRADED SWISS RIVER SYSTEM PRIOR TO EXTENSIVE REHABILITATION;AQUATIC SCIENCES;"CATCHMENT; HYDROPEAKING; REHABILITATION; BROWN TROUT; HISTORICAL; ANALYSIS; RIVER RHONE"
MANY G, 2018, PROG OCEANOGR;c3;1,000000000000000;"MANY G;BOURRIN F;DE MADRON XD;ODY A;DOXARAN D;CAUCHY P";2018;GLIDER AND SATELLITE MONITORING OF THE VARIABILITY OF THE SUSPENDED PARTICLE DISTRIBUTION AND SIZE IN THE RHONE ROFI;PROGRESS IN OCEANOGRAPHY;"NEPHELOID LAYERS; ROFI; GULF OF LIONS; RHONE RIVER; FLOOD; GLIDER"
CAPRA H, 2018, FISHERIES MANAG ECOL;NA;1,000000000000000;"CAPRA H;PELLA H;OVIDIO M";2018;INDIVIDUAL MOVEMENTS, HOME RANGES AND HABITAT USE BY NATIVE RHEOPHILIC CYPRINIDS AND NON-NATIVE CATFISH IN A LARGE REGULATED RIVER;FISHERIES MANAGEMENT AND ECOLOGY;"BARBEL; CATFISH; CHUB; HABITAT USE; RHONE RIVER; SEASONAL MOBILITY"
GRAZ Y, 2012, EARTH SURF PROCESS LANDF;NA;0,952380952380952;"GRAZ Y;DI-GIOVANNI C;COPARD Y;MATHYS N;CRAS A;MARC V";2012;ANNUAL FOSSIL ORGANIC CARBON DELIVERY DUE TO MECHANICAL AND CHEMICAL WEATHERING OF MARLY BADLANDS AREAS;EARTH SURFACE PROCESSES AND LANDFORMS;"FOSSIL ORGANIC MATTER; EXPERIMENTAL WATERSHEDS; ORGANIC CARBON FLUXES; MECHANICAL WEATHERING; CHEMICAL WEATHERING"
MULLER SD, 2008, WETLANDS;NA;1,000000000000000;"MULLER SD;BRUNETON H;SOULIE-MAERSCHE T;THIERY A;WATERKEYN A;BRENDONCK P;YAVERCOVSKI N;GRILLAS P";2008;LONG-TERM DYNAMICS OF A MEDITERRANEAN ALKALINE VERNAL POOL (RHONE DELTA, SOUTHERN FRANCE);WETLANDS;"BRANCHIOPODA; CHAROPHYTA; CONSERVATION; OSTRACODA; PALAEOECOLOGY; POLLEN; TEMPORARY WETLAND"
TEDESCO PA, 2009, J FISH BIOL;c8;1,000000000000000;"TEDESCO PA;SAGNES P;LAROCHE J";2009;VARIABILITY IN THE GROWTH RATE OF CHUB LEUCISCUS CEPHALUS ALONG A LONGITUDINAL RIVER GRADIENT;JOURNAL OF FISH BIOLOGY;"CYPRINID; FISH GROWTH; RIVER SIZE; TEMPERATURE; UPSTREAM-DOWNSTREAM; GRADIENT"
RIFFLART R, 2009, FRESHW BIOL;c4;1,000000000000000;"RIFFLART R;CARREL G;LE COARER Y;FONTEZ BN";2009;SPATIO-TEMPORAL PATTERNS OF FISH ASSEMBLAGES IN A LARGE REGULATED ALLUVIAL RIVER;FRESHWATER BIOLOGY;"FISH; GRAVEL-BED RIVER; INSTREAM FLOW; PARTIAL LEAST SQUARE REGRESSION; RIVERINE HABITAT ASSESSMENT"
DEPRET T, 2019, SCI TOTAL ENVIRON;c9;0,785714285714286;"DEPRET T;PIEGAY H;DUGUE V;VAUDOR L;FAURE JB;LE COZ J;CAMENEN B";2019;ESTIMATING AND RESTORING BEDLOAD TRANSPORT THROUGH A RUN-OF-RIVER RESERVOIR;SCIENCE OF THE TOTAL ENVIRONMENT;"ENVIRONMENTAL FLOW; BEDLOAD CONTINUITY; FLOW COMPETENCE; PROCESS-BASED; RESTORATION; RUN-OF-RIVER DAM; IMPOUNDMENT"
ARNAUD-FASSETTA G, 2004, GEOGR ANN SER A-PHYS GEOGR;c5;1,000000000000000;ARNAUD-FASSETTA G;2004;THE UPPER RHONE DELTA SEDIMENTARY RECORD IN THE ARLES-PITON CORE: ANALYSIS OF DELTA-PLAIN SUBENVIRONMENTS, AVULSION FREQUENCY, AGGRADATION RATE AND ORIGIN OF SEDIMENT YIELD;GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY;NA
REY T, 2009, QUAT RES;c5;0,666666666666667;"REY T;LEFEVRE D;VELLA C";2009;DELTAIC PLAIN DEVELOPMENT AND ENVIRONMENTAL CHANGES IN THE PETITE CAMARGUE, RHONE DELTA, FRANCE, IN THE PAST 2000 YEARS;QUATERNARY RESEARCH;NA
CAVALLI L, 2003, J FISH BIOL;c8;1,000000000000000;"CAVALLI L;PECH N;CHAPPAZ R";2003;DIET AND GROWTH OF THE ENDANGERED ZINGEL ASPER IN THE DURANCE RIVER;JOURNAL OF FISH BIOLOGY;"DIET; ENDANGERED FISHES; GROWTH; PERIODICITY; ZINGEL ASPER"
PLENET S, 1994, ARCH HYDROBIOL;c8;0,666666666666667;"PLENET S;GIBERT J";1994;INVERTEBRATE COMMUNITY RESPONSES TO PHYSICAL AND CHEMICAL FACTORS AT THE RIVER AQUIFER INTERACTION ZONE .1. UPSTREAM FROM THE CITY OF LYON;ARCHIV FUR HYDROBIOLOGIE;NA
SEMPERE R, 1994, MAR CHEM;c2;1,000000000000000;"SEMPERE R;CAUWET G;RANDON J";1994;ULTRAFILTRATION OF SEAWATER WITH A ZIRCONIUM AND ALUMINUM-OXIDE TUBULAR MEMBRANE - APPLICATION TO THE STUDY OF COLLOIDAL ORGANIC-CARBON DISTRIBUTION IN AN ESTUARINE BOTTOM NEPHELOID LAYER;MARINE CHEMISTRY;NA
JALALI B, 2018, PALEOCEANOGR PALEOCLIMATOLOGY;NA;1,000000000000000;"JALALI B;SICRE MA;KLEIN S;MASELLI V;LIRER F;BASSETTI MA;TOUCANNE S;JORRY SJ;INSINGA DD;PETROSINO P;CHALES F";2018;DELTAIC AND COASTAL SEDIMENTS AS RECORDERS OF MEDITERRANEAN REGIONAL CLIMATE AND HUMAN IMPACT OVER THE PAST THREE MILLENNIA;PALEOCEANOGRAPHY AND PALEOCLIMATOLOGY;"SEA SURFACE TEMPERATURES; HIGHER PLANT BIOMARKER; DELTAIC SEDIMENTS; NW; AND CENTRAL MEDITERRANEAN; LAST MILLENNIA"
OSMAN JR, 2017, RHIZOSPHERE;NA;1,000000000000000;"OSMAN JR;FERNANDES G;DUBOW MS";2017;BACTERIAL DIVERSITY OF THE RHIZOSPHERE AND NEARBY SURFACE SOIL OF RICE (ORYZA SATIVA) GROWING IN THE CAMARGUE (FRANCE);RHIZOSPHERE;NA
GOUTELARD F, 1998, J ALLOY COMPD;c5;1,000000000000000;"GOUTELARD F;MORELLO M;CALMET D";1998;ALPHA-SPECTROMETRY MEASUREMENT OF AM AND CM AT TRACE LEVELS IN ENVIRONMENTAL SAMPLES USING EXTRACTION CHROMATOGRAPHY;JOURNAL OF ALLOYS AND COMPOUNDS;"ALPHA-SPECTROMETRY; RADIOCHEMICAL SEPARATION; AMERICIUM; CURIUM; ENVIRONMENTAL CONTAMINATION"
BOULBES N, 2009, QUATERNAIRE;NA;1,000000000000000;BOULBES N;2009;COMPARATIVE STUDY OF THE DENTITION IN EQUUS HYDRUNTINUS (MAMMALIA, PERISSODACTYLA) FROM SOUTH-EAST FRANCE. BIOGEOGRAPHICAL AND BIOSTRATIGRAPHICAL IMPLICATIONS;QUATERNAIRE;"EQUUS HYDRUNTINUS; SOUTH-EAST FRANCE; DENTAL MORPHOLOGY; ODONTOMETRY; ECOTYPE; BIOGEOGRAPHY; BIOSTRATIGRAPHY"
ALBER A, 2017, J ENVIRON MANAGE;c1;1,000000000000000;"ALBER A;PIEGAY H";2017;CHARACTERIZING AND MODELLING RIVER CHANNEL MIGRATION RATES AT A REGIONAL SCALE: CASE STUDY OF SOUTH-EAST FRANCE;JOURNAL OF ENVIRONMENTAL MANAGEMENT;"D BANK EROSION RATE; REGIONAL-SCALE; GIS; MODELLING; STREAM POWER"
GAUBERT P, 2008, ITAL J ZOOLOG;NA;1,000000000000000;"GAUBERT P;JIGUET F;BAYLE P;ANGELICI FM";2008;HAS THE COMMON GENET (GENETTA GENETTA) SPREAD INTO SOUTH-EASTERN FRANCE AND ITALY?;ITALIAN JOURNAL OF ZOOLOGY;"EUROPE; NON-NATIVE SPECIES; CARNIVORA; VIVERRIDAE; GENETTA GENETTA; RANGE EXPANSION"
RAHMAN K, 2014, ENVIRON EARTH SCI;c1;1,000000000000000;"RAHMAN K;ETIENNE C;GAGO-SILVA A;MARINGANTI C;BENISTON M;LEHMANN A";2014;STREAMFLOW RESPONSE TO REGIONAL CLIMATE MODEL OUTPUT IN THE MOUNTAINOUS WATERSHED: A CASE STUDY FROM THE SWISS ALPS;ENVIRONMENTAL EARTH SCIENCES;"RCM; SWAT; GRID SIZE; RUNOFF; HYDROLOGICAL MODEL"
SCAPOZZA C, 2014, GEOMORPHOLOGIE;NA;1,000000000000000;"SCAPOZZA C;LAIGRE L";2014;THE CONTRIBUTION OF ELECTRICAL RESISTIVITY TOMOGRAPHY (ERT) IN ALPINE DYNAMICS GEOMORPHOLOGY: CASE STUDIES FROM THE SWISS ALPS;GEOMORPHOLOGIE-RELIEF PROCESSUS ENVIRONNEMENT;"ELECTRICAL RESISTIVITY TOMOGRAPHY (ERT); ALPINE DYNAMICS GEOMORPHOLOGY; SWISS ALPS; PERMAFROST; ALLUVIAL PLAIN; LANDSLIDE"
COLLINS DN, 2006, NORD HYDROL;NA;1,000000000000000;COLLINS DN;2006;CLIMATIC VARIATION AND RUNOFF IN MOUNTAIN BASINS WITH DIFFERING PROPORTIONS OF GLACIER COVER;NORDIC HYDROLOGY;"CLIMATIC FLUCTUATION; GLACIERISED BASINS; GLACIER RECESSION; MELTWATER; DISCHARGE; RUNOFF"
SMITH KE, 2020, ENVIRON SCI TECHNOL LETT;NA;1,000000000000000;"SMITH KE;WEIS D;CHAUVEL C;MOULIN S";2020;HONEY MAPS THE PB FALLOUT FROM THE 2019 FIRE AT NOTRE-DAME CATHEDRAL, PARIS: A GEOCHEMICAL PERSPECTIVE;ENVIRONMENTAL SCIENCE \& TECHNOLOGY LETTERS;NA
CHASSEFIERE B, 1990, CONT SHELF RES;NA;1,000000000000000;CHASSEFIERE B;1990;MASS-PHYSICAL PROPERTIES OF SURFICIAL SEDIMENTS ON THE RHONE CONTINENTAL-MARGIN - IMPLICATIONS FOR THE NEPHELOID BENTHIC LAYER;CONTINENTAL SHELF RESEARCH;NA
CIMATORIBUS AA, 2019, LIMNOL OCEANOGR;NA;1,000000000000000;"CIMATORIBUS AA;LEMMIN U;BARRY DA";2019;TRACKING LAGRANGIAN TRANSPORT IN LAKE GENEVA: A 3D NUMERICAL MODELING INVESTIGATION;LIMNOLOGY AND OCEANOGRAPHY;NA
CHARRON L, 2013, ENVIRON SCI POLLUT RES;NA;1,000000000000000;"CHARRON L;GEFFARD O;CHAUMOT A;COULAUD R;QUEAU H;GEFFARD A;DEDOURGE-GEFFARD O";2013;EFFECT OF WATER QUALITY AND CONFOUNDING FACTORS ON DIGESTIVE ENZYME ACTIVITIES IN GAMMARUS FOSSARUM;ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH;"BIOMARKERS; INVERTEBRATE; CAGING; AMYLASE; CELLULASE; TRYPSIN; TEMPERATURE; CONDUCTIVITY"
GIANNI G, 2019, GROUNDWATER;NA;1,000000000000000;"GIANNI G;DOHERTY J;BRUNNER P";2019;CONCEPTUALIZATION AND CALIBRATION OF ANISOTROPIC ALLUVIAL SYSTEMS: PITFALLS AND BIASES;GROUNDWATER;NA
CEA B, 2015, ENVIRON SCI POLLUT RES;c2;0,742424242424242;"CEA B;LEFEVRE D;CHIRURGIEN L;RAIMBAULT P;GARCIA N;CHARRIERE B;GREGORI G;GHIGLIONE JF;BARANI A;LAFONT M;VAN WAMBEKE F";2015;AN ANNUAL SURVEY OF BACTERIAL PRODUCTION, RESPIRATION AND ECTOENZYME ACTIVITY IN COASTAL NW MEDITERRANEAN WATERS: TEMPERATURE AND RESOURCE CONTROLS;ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH;"BACTERIAL PRODUCTION; BACTERIAL RESPIRATION; BACTERIAL GROWTH; EFFICIENCY; ECTOENZYMES; PHOSPHORUS LIMITATION; SOLEMIO; NW; MEDITERRANEAN SEA"
ROSECCHI E, 1995, HYDROBIOLOGIA;NA;1,000000000000000;"ROSECCHI E;CRIVELLI AJ";1995;SAND SMELT (ATHERINA-BOYERI) MIGRATION WITHIN THE WATER-SYSTEM OF THE CAMARGUE, SOUTHERN PRANCE;HYDROBIOLOGIA;"ATHERINA BOYERI; RHONE RIVER DELTA; MIGRATIONS; ENVIRONMENTAL FACTORS; SEASONALLY-FLOODED FRESH-WATER MARSHES"
CHANGEUX T, 1995, HYDROBIOLOGIA;c4;1,000000000000000;"CHANGEUX T;PONT D";1995;ICHTHYOGEOGRAPHIC REGIONS AND WATERSHED SIZE IN THE FRENCH RIVER RHONE NETWORK;HYDROBIOLOGIA;"FRANCE; TRIBUTARY; WATERSHED; NATIVE FISH COMMUNITY"
BOSCARELLO L, 2014, HYDROL PROCESS;c1;1,000000000000000;"BOSCARELLO L;RAVAZZANI G;RABUFFETTI D;MANCINI M";2014;INTEGRATING GLACIERS RASTER-BASED MODELLING IN LARGE CATCHMENTS HYDROLOGICAL BALANCE: THE RHONE CASE STUDY;HYDROLOGICAL PROCESSES;"DISTRIBUTED HYDROLOGICAL MODELLING; LARGE CATCHMENT; GLACIERS MASS; BALANCE; ALPS"
SANTIAGO S, 1992, HYDROL PROCESS;c7;1,000000000000000;"SANTIAGO S;THOMAS RL;MCCARTHY L;LOIZEAU JL;LARBAIGT G;CORVI C;ROSSEL D;TARRADELLAS J;VERNET JP";1992;PARTICLE-SIZE CHARACTERISTICS OF SUSPENDED AND BED SEDIMENTS IN THE RHONE RIVER;HYDROLOGICAL PROCESSES;"SEDIMENTS; RHONE RIVER; PARTICLE SIZE"
JEAN-BAPTISTE P, 2018, J ENVIRON RADIOACT;c3;1,000000000000000;"JEAN-BAPTISTE P;FONTUGNE M;FOURRE E;MARANG C;CHARMASSON S;SICLET F";2018;TRITIUM AND RADIOCARBON LEVELS IN THE RHONE RIVER DELTA AND ALONG THE FRENCH MEDITERRANEAN COASTLINE;JOURNAL OF ENVIRONMENTAL RADIOACTIVITY;"TRITIUM; RADIOCARBON; RIVER RHONE; MEDITERRANEAN COASTLINE"
LOPES C, 2012, ECOTOX ENVIRON SAFE;NA;0,666666666666667;"LOPES C;PERSAT H;BABUT M";2012;TRANSFER OF PCBS FROM BOTTOM SEDIMENT TO FRESHWATER RIVER FISH: A FOOD-WEB MODELLING APPROACH IN THE RHONE RIVER (FRANCE) IN SUPPORT OF SEDIMENT MANAGEMENT;ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY;"PCB; FOOD-WEB BIOACCUMULATION MODEL; BAYESIAN INFERENCE; RISK; ASSESSMENT; SEDIMENT MANAGEMENT"
EVIN G, 2019, GLOB PLANET CHANGE;c1;1,000000000000000;"EVIN G;WILHELM B;JENNY JP";2019;FLOOD HAZARD ASSESSMENT OF THE RHONE RIVER REVISITED WITH RECONSTRUCTED DISCHARGES FROM LAKE SEDIMENTS;GLOBAL AND PLANETARY CHANGE;"FLOOD HAZARD ASSESSMENT; BAYESIAN METHOD; SEDIMENTARY RECONSTRUCTIONS; PROPAGATION OF UNCERTAINTY"
NDIAYE M, 2014, QUAT SCI REV;c7;1,000000000000000;"NDIAYE M;CLERC N;GORIN G;GIRARDCLOS S;FIORE J";2014;LAKE NEUCHATEL (SWITZERLAND) SEISMIC STRATIGRAPHIC RECORD POINTS TO THE SIMULTANEOUS WURMIAN DEGLACIATION OF THE RHONE GLACIER AND JURA ICE CAP;QUATERNARY SCIENCE REVIEWS;"FJORD-LAKE; PERIALPINE LAKE; GLACIAL; SUBGLACIAL; MORAINES; GLACIER; READVANCES; GLACIO-LACUSTRINE; DELTAS; LA LANCE FAULT ZONE"
TENA A, 2020, GEOMORPHOLOGY;c1;0,678571428571429;"TENA A;PIEGAY H;SEIGNEMARTIN G;BARRA A;BERGER JF;MOURIER B;WINIARSKI T";2020;CUMULATIVE EFFECTS OF CHANNEL CORRECTION AND REGULATION ON FLOODPLAIN TERRESTRIALISATION PATTERNS AND CONNECTIVITY;GEOMORPHOLOGY;"RHONE RIVER; RIVER ENGINEERING; GROYNE FIELDS; RIVER REGULATION; CONNECTION FREQUENCY; SEDIMENTATION; METAL CONTENT; RIVER NARROWING"
JOUX F, 2005, VIE MILIEU;c2;1,000000000000000;"JOUX F;SERVAIS P;NAUDIN JJ;LEBARON P;ORIOL C";2005;DISTRIBUTION OF PICOPHYTOPLANKTON AND BACTERIOPLANKTON ALONG A RIVER PLUME GRADIENT IN THE MEDITERRANEAN SEA;VIE ET MILIEU-LIFE AND ENVIRONMENT;"RIVER PLUME; SALINITY GRADIENT; PICOPHYTOPLANKTON; BACTERIOPLANKTON; FLOW CYTOMETRY"
DUMAS C, 2014, ENVIRON GEOCHEM HEALTH;c3;1,000000000000000;"DUMAS C;AUBERT D;DE MADRON XD;LUDWIG S;DELSAUT N;MENNITI C;SOTIN C;BUSCAIL R";2014;STORM-INDUCED TRANSFER OF PARTICULATE TRACE METALS TO THE DEEP-SEA IN THE GULF OF LION (NW MEDITERRANEAN SEA);ENVIRONMENTAL GEOCHEMISTRY AND HEALTH;"PARTICULATE TRACE METAL; STORM EVENT; GULF OF LION; CAP DE CREUS CANYON; ELEMENT GEOCHEMISTRY; SEDIMENT TRAPS"
MAUCLAIRE L, 1998, HYDROBIOLOGIA;c1;1,000000000000000;"MAUCLAIRE L;GIBERT J";1998;EFFECTS OF PUMPING AND FLOODS ON GROUNDWATER QUALITY: A CASE STUDY OF THE GRAND GRAVIER WELL FIELD (RHONE, FRANCE);HYDROBIOLOGIA;"GROUNDWATER RECHARGE; REGULATED RIVER; ENVIRONMENTAL PERTURBATION; FAUNA; DIVERSITY"
LARNO V, 2005, MOL ECOL NOTES;c8;1,000000000000000;"LARNO V;LAUNEY S;DEVAUX A;LAROCHE J";2005;ISOLATION AND CHARACTERIZATION OF MICROSATELLITE LOCI FROM CHUB LEUCISCUS CEPHALUS (PISCES : CYPRINIDAE);MOLECULAR ECOLOGY NOTES;"GENETIC DIVERSITY; LEUCISCUS CEPHALUS; MICROSATELLITES; POPULATION; STRUCTURE"
